episode,step,agent_x,agent_y,action,reward,done,success,episode_success
167,2,2,0,1,-1.0,False,False,False
167,3,3,0,1,-1.0,False,False,False
167,4,4,0,0,-1.0,False,False,False
167,5,4,1,0,-1.0,False,False,False
167,6,4,2,0,-1.0,False,False,False
167,7,4,3,0,20.0,True,True,True
168,0,0,0,1,-1.0,False,False,False
168,1,1,0,1,-1.0,False,False,False
168,2,2,0,1,-1.0,False,False,False
168,3,3,0,1,-1.0,False,False,False
168,4,4,0,0,-1.0,False,False,False
168,5,4,1,0,-1.0,False,False,False
168,6,4,2,0,-1.0,False,False,False
168,7,4,3,0,20.0,True,True,True
169,0,0,0,1,-1.0,False,False,False
169,1,1,0,1,-1.0,False,False,False
169,2,2,0,1,-1.0,False,False,False
169,3,3,0,1,-1.0,False,False,False
169,4,4,0,0,-1.0,False,False,False
169,5,4,1,0,-1.0,False,False,False
169,6,4,2,0,-1.0,False,False,False
169,7,4,3,1,-1.0,False,False,False
169,8,4,3,0,20.0,True,True,True
170,0,0,0,1,-1.0,False,False,False
170,1,1,0,3,-1.0,False,False,False
170,2,0,0,0,-1.0,False,False,False
170,3,0,1,0,-1.0,False,False,False
170,4,0,2,0,-1.0,False,False,False
170,5,0,3,0,-1.0,False,False,False
170,6,0,4,1,-1.0,False,False,False
170,7,1,4,1,-1.0,False,False,False
170,8,2,4,1,-1.0,False,False,False
170,9,3,4,1,20.0,True,True,True
171,0,0,0,1,-1.0,False,False,False
171,1,1,0,1,-1.0,False,False,False
171,2,2,0,1,-1.0,False,False,False
171,3,3,0,1,-1.0,False,False,False
171,4,4,0,0,-1.0,False,False,False
171,5,4,1,0,-1.0,False,False,False
171,6,4,2,0,-1.0,False,False,False
171,7,4,3,0,20.0,True,True,True
172,0,0,0,1,-1.0,False,False,False
172,1,1,0,1,-1.0,False,False,False
172,2,2,0,1,-1.0,False,False,False
172,3,3,0,1,-1.0,False,False,False
172,4,4,0,0,-1.0,False,False,False
172,5,4,1,0,-1.0,False,False,False
172,6,4,2,0,-1.0,False,False,False
172,7,4,3,0,20.0,True,True,True
173,0,0,0,1,-1.0,False,False,False
173,1,1,0,0,-1.0,False,False,False
173,2,1,0,1,-1.0,False,False,False
173,3,2,0,1,-1.0,False,False,False
173,4,3,0,1,-1.0,False,False,False
173,5,4,0,0,-1.0,False,False,False
173,6,4,1,0,-1.0,False,False,False
173,7,4,2,0,-1.0,False,False,False
173,8,4,3,0,20.0,True,True,True
174,0,0,0,1,-1.0,False,False,False
174,1,1,0,1,-1.0,False,False,False
174,2,2,0,1,-1.0,False,False,False
174,3,3,0,1,-1.0,False,False,False
174,4,4,0,0,-1.0,False,False,False
174,5,4,1,0,-1.0,False,False,False
174,6,4,2,0,-1.0,False,False,False
174,7,4,3,0,20.0,True,True,True
175,0,0,0,1,-1.0,False,False,False
175,1,1,0,1,-1.0,False,False,False
175,2,2,0,1,-1.0,False,False,False
175,3,3,0,1,-1.0,False,False,False
175,4,4,0,0,-1.0,False,False,False
175,5,4,1,0,-1.0,False,False,False
175,6,4,2,0,-1.0,False,False,False
175,7,4,3,0,20.0,True,True,True
176,0,0,0,1,-1.0,False,False,False
176,1,1,0,1,-1.0,False,False,False
176,2,2,0,1,-1.0,False,False,False
176,3,3,0,1,-1.0,False,False,False
176,4,4,0,0,-1.0,False,False,False
176,5,4,1,0,-1.0,False,False,False
176,6,4,2,0,-1.0,False,False,False
176,7,4,3,3,-1.0,False,False,False
176,8,4,3,0,20.0,True,True,True
177,0,0,0,1,-1.0,False,False,False
177,1,1,0,1,-1.0,False,False,False
177,2,2,0,3,-1.0,False,False,False
177,3,1,0,1,-1.0,False,False,False
177,4,2,0,1,-1.0,False,False,False
177,5,3,0,1,-1.0,False,False,False
177,6,4,0,0,-1.0,False,False,False
177,7,4,1,0,-1.0,False,False,False
177,8,4,2,0,-1.0,False,False,False
177,9,4,3,0,20.0,True,True,True
178,0,0,0,1,-1.0,False,False,False
178,1,1,0,1,-1.0,False,False,False
178,2,2,0,1,-1.0,False,False,False
178,3,3,0,1,-1.0,False,False,False
178,4,4,0,0,-1.0,False,False,False
178,5,4,1,0,-1.0,False,False,False
178,6,4,2,0,-1.0,False,False,False
178,7,4,3,0,20.0,True,True,True
179,0,0,0,0,-1.0,False,False,False
179,1,0,1,2,-1.0,False,False,False
179,2,0,0,1,-1.0,False,False,False
179,3,1,0,1,-1.0,False,False,False
179,4,2,0,1,-1.0,False,False,False
179,5,3,0,1,-1.0,False,False,False
179,6,4,0,0,-1.0,False,False,False
179,7,4,1,3,-1.0,False,False,False
179,8,4,1,0,-1.0,False,False,False
179,9,4,2,0,-1.0,False,False,False
179,10,4,3,0,20.0,True,True,True
180,0,0,0,1,-1.0,False,False,False
180,1,1,0,1,-1.0,False,False,False
180,2,2,0,1,-1.0,False,False,False
180,3,3,0,1,-1.0,False,False,False
180,4,4,0,0,-1.0,False,False,False
180,5,4,1,0,-1.0,False,False,False
180,6,4,2,0,-1.0,False,False,False
180,7,4,3,0,20.0,True,True,True
181,0,0,0,1,-1.0,False,False,False
181,1,1,0,1,-1.0,False,False,False
181,2,2,0,1,-1.0,False,False,False
181,3,3,0,1,-1.0,False,False,False
181,4,4,0,3,-1.0,False,False,False
181,5,3,0,1,-1.0,False,False,False
181,6,4,0,0,-1.0,False,False,False
181,7,4,1,0,-1.0,False,False,False
181,8,4,2,0,-1.0,False,False,False
181,9,4,3,0,20.0,True,True,True
182,0,0,0,1,-1.0,False,False,False
182,1,1,0,1,-1.0,False,False,False
182,2,2,0,1,-1.0,False,False,False
182,3,3,0,1,-1.0,False,False,False
182,4,4,0,0,-1.0,False,False,False
182,5,4,1,0,-1.0,False,False,False
182,6,4,2,0,-1.0,False,False,False
182,7,4,3,0,20.0,True,True,True
183,0,0,0,3,-1.0,False,False,False
183,1,0,0,1,-1.0,False,False,False
183,2,1,0,1,-1.0,False,False,False
183,3,2,0,1,-1.0,False,False,False
183,4,3,0,1,-1.0,False,False,False
183,5,4,0,0,-1.0,False,False,False
183,6,4,1,0,-1.0,False,False,False
183,7,4,2,0,-1.0,False,False,False
183,8,4,3,0,20.0,True,True,True
184,0,0,0,1,-1.0,False,False,False
184,1,1,0,1,-1.0,False,False,False
184,2,2,0,1,-1.0,False,False,False
184,3,3,0,1,-1.0,False,False,False
184,4,4,0,0,-1.0,False,False,False
184,5,4,1,0,-1.0,False,False,False
184,6,4,2,0,-1.0,False,False,False
184,7,4,3,0,20.0,True,True,True
185,0,0,0,1,-1.0,False,False,False
185,1,1,0,1,-1.0,False,False,False
185,2,2,0,1,-1.0,False,False,False
185,3,3,0,1,-1.0,False,False,False
185,4,4,0,0,-1.0,False,False,False
185,5,4,1,0,-1.0,False,False,False
185,6,4,2,0,-1.0,False,False,False
185,7,4,3,0,20.0,True,True,True
186,0,0,0,1,-1.0,False,False,False
186,1,1,0,1,-1.0,False,False,False
186,2,2,0,1,-1.0,False,False,False
186,3,3,0,1,-1.0,False,False,False
186,4,4,0,0,-1.0,False,False,False
186,5,4,1,0,-1.0,False,False,False
186,6,4,2,3,-1.0,False,False,False
186,7,3,2,1,-1.0,False,False,False
186,8,4,2,0,-1.0,False,False,False
186,9,4,3,0,20.0,True,True,True
187,0,0,0,1,-1.0,False,False,False
187,1,1,0,1,-1.0,False,False,False
187,2,2,0,1,-1.0,False,False,False
187,3,3,0,1,-1.0,False,False,False
187,4,4,0,0,-1.0,False,False,False
187,5,4,1,0,-1.0,False,False,False
187,6,4,2,0,-1.0,False,False,False
187,7,4,3,0,20.0,True,True,True
188,0,0,0,1,-1.0,False,False,False
188,1,1,0,1,-1.0,False,False,False
188,2,2,0,1,-1.0,False,False,False
188,3,3,0,1,-1.0,False,False,False
188,4,4,0,0,-1.0,False,False,False
188,5,4,1,0,-1.0,False,False,False
188,6,4,2,2,-1.0,False,False,False
188,7,4,1,0,-1.0,False,False,False
188,8,4,2,0,-1.0,False,False,False
188,9,4,3,0,20.0,True,True,True
189,0,0,0,1,-1.0,False,False,False
189,1,1,0,1,-1.0,False,False,False
189,2,2,0,1,-1.0,False,False,False
189,3,3,0,3,-1.0,False,False,False
189,4,2,0,2,-1.0,False,False,False
189,5,2,0,1,-1.0,False,False,False
189,6,3,0,1,-1.0,False,False,False
189,7,4,0,0,-1.0,False,False,False
189,8,4,1,3,-1.0,False,False,False
189,9,4,1,0,-1.0,False,False,False
189,10,4,2,0,-1.0,False,False,False
189,11,4,3,1,-1.0,False,False,False
189,12,4,3,0,20.0,True,True,True
190,0,0,0,1,-1.0,False,False,False
190,1,1,0,1,-1.0,False,False,False
190,2,2,0,1,-1.0,False,False,False
190,3,3,0,1,-1.0,False,False,False
190,4,4,0,0,-1.0,False,False,False
190,5,4,1,0,-1.0,False,False,False
190,6,4,2,0,-1.0,False,False,False
190,7,4,3,2,-1.0,False,False,False
190,8,4,2,3,-1.0,False,False,False
190,9,3,2,1,-1.0,False,False,False
190,10,4,2,0,-1.0,False,False,False
190,11,4,3,1,-1.0,False,False,False
190,12,4,3,0,20.0,True,True,True
191,0,0,0,2,-1.0,False,False,False
191,1,0,0,1,-1.0,False,False,False
191,2,1,0,3,-1.0,False,False,False
191,3,0,0,1,-1.0,False,False,False
191,4,1,0,1,-1.0,False,False,False
191,5,2,0,1,-1.0,False,False,False
191,6,3,0,1,-1.0,False,False,False
191,7,4,0,0,-1.0,False,False,False
191,8,4,1,0,-1.0,False,False,False
191,9,4,2,1,-1.0,False,False,False
191,10,4,2,0,-1.0,False,False,False
191,11,4,3,0,20.0,True,True,True
192,0,0,0,1,-1.0,False,False,False
192,1,1,0,1,-1.0,False,False,False
192,2,2,0,1,-1.0,False,False,False
192,3,3,0,1,-1.0,False,False,False
192,4,4,0,0,-1.0,False,False,False
192,5,4,1,0,-1.0,False,False,False
192,6,4,2,0,-1.0,False,False,False
192,7,4,3,0,20.0,True,True,True
193,0,0,0,1,-1.0,False,False,False
193,1,1,0,1,-1.0,False,False,False
193,2,2,0,1,-1.0,False,False,False
193,3,3,0,1,-1.0,False,False,False
193,4,4,0,0,-1.0,False,False,False
193,5,4,1,0,-1.0,False,False,False
193,6,4,2,0,-1.0,False,False,False
193,7,4,3,0,20.0,True,True,True
194,0,0,0,1,-1.0,False,False,False
194,1,1,0,1,-1.0,False,False,False
194,2,2,0,1,-1.0,False,False,False
194,3,3,0,1,-1.0,False,False,False
194,4,4,0,1,-1.0,False,False,False
194,5,4,0,0,-1.0,False,False,False
194,6,4,1,0,-1.0,False,False,False
194,7,4,2,2,-1.0,False,False,False
194,8,4,1,0,-1.0,False,False,False
194,9,4,2,0,-1.0,False,False,False
194,10,4,3,0,20.0,True,True,True
195,0,0,0,1,-1.0,False,False,False
195,1,1,0,1,-1.0,False,False,False
195,2,2,0,0,-1.0,False,False,False
195,3,2,1,2,-1.0,False,False,False
195,4,2,0,1,-1.0,False,False,False
195,5,3,0,1,-1.0,False,False,False
195,6,4,0,0,-1.0,False,False,False
195,7,4,1,0,-1.0,False,False,False
195,8,4,2,3,-1.0,False,False,False
195,9,3,2,2,-1.0,False,False,False
195,10,3,2,1,-1.0,False,False,False
195,11,4,2,0,-1.0,False,False,False
195,12,4,3,0,20.0,True,True,True
196,0,0,0,1,-1.0,False,False,False
196,1,1,0,1,-1.0,False,False,False
196,2,2,0,1,-1.0,False,False,False
196,3,3,0,1,-1.0,False,False,False
196,4,4,0,0,-1.0,False,False,False
196,5,4,1,0,-1.0,False,False,False
196,6,4,2,0,-1.0,False,False,False
196,7,4,3,0,20.0,True,True,True
197,0,0,0,1,-1.0,False,False,False
197,1,1,0,1,-1.0,False,False,False
197,2,2,0,1,-1.0,False,False,False
197,3,3,0,1,-1.0,False,False,False
197,4,4,0,0,-1.0,False,False,False
197,5,4,1,0,-1.0,False,False,False
197,6,4,2,0,-1.0,False,False,False
197,7,4,3,0,20.0,True,True,True
198,0,0,0,1,-1.0,False,False,False
198,1,1,0,1,-1.0,False,False,False
198,2,2,0,1,-1.0,False,False,False
198,3,3,0,1,-1.0,False,False,False
198,4,4,0,0,-1.0,False,False,False
198,5,4,1,0,-1.0,False,False,False
198,6,4,2,0,-1.0,False,False,False
198,7,4,3,0,20.0,True,True,True
199,0,0,0,1,-1.0,False,False,False
199,1,1,0,1,-1.0,False,False,False
199,2,2,0,1,-1.0,False,False,False
199,3,3,0,1,-1.0,False,False,False
199,4,4,0,0,-1.0,False,False,False
199,5,4,1,0,-1.0,False,False,False
199,6,4,2,0,-1.0,False,False,False
199,7,4,3,0,20.0,True,True,True
200,0,0,0,1,-1.0,False,False,False
200,1,1,0,1,-1.0,False,False,False
200,2,2,0,1,-1.0,False,False,False
200,3,3,0,1,-1.0,False,False,False
200,4,4,0,0,-1.0,False,False,False
200,5,4,1,0,-1.0,False,False,False
200,6,4,2,0,-1.0,False,False,False
200,7,4,3,0,20.0,True,True,True
201,0,0,0,1,-1.0,False,False,False
201,1,1,0,1,-1.0,False,False,False
201,2,2,0,1,-1.0,False,False,False
201,3,3,0,1,-1.0,False,False,False
201,4,4,0,0,-1.0,False,False,False
201,5,4,1,0,-1.0,False,False,False
201,6,4,2,0,-1.0,False,False,False
201,7,4,3,0,20.0,True,True,True
202,0,0,0,3,-1.0,False,False,False
202,1,0,0,1,-1.0,False,False,False
202,2,1,0,1,-1.0,False,False,False
202,3,2,0,2,-1.0,False,False,False
202,4,2,0,3,-1.0,False,False,False
202,5,1,0,1,-1.0,False,False,False
202,6,2,0,1,-1.0,False,False,False
202,7,3,0,3,-1.0,False,False,False
202,8,2,0,1,-1.0,False,False,False
202,9,3,0,0,-1.0,False,False,False
202,10,3,0,1,-1.0,False,False,False
202,11,4,0,0,-1.0,False,False,False
202,12,4,1,0,-1.0,False,False,False
202,13,4,2,0,-1.0,False,False,False
202,14,4,3,1,-1.0,False,False,False
202,15,4,3,3,-1.0,False,False,False
202,16,4,3,0,20.0,True,True,True
203,0,0,0,1,-1.0,False,False,False
203,1,1,0,1,-1.0,False,False,False
203,2,2,0,1,-1.0,False,False,False
203,3,3,0,1,-1.0,False,False,False
203,4,4,0,0,-1.0,False,False,False
203,5,4,1,0,-1.0,False,False,False
203,6,4,2,0,-1.0,False,False,False
203,7,4,3,0,20.0,True,True,True
204,0,0,0,1,-1.0,False,False,False
204,1,1,0,1,-1.0,False,False,False
204,2,2,0,1,-1.0,False,False,False
204,3,3,0,1,-1.0,False,False,False
204,4,4,0,0,-1.0,False,False,False
204,5,4,1,0,-1.0,False,False,False
204,6,4,2,0,-1.0,False,False,False
204,7,4,3,0,20.0,True,True,True
205,0,0,0,1,-1.0,False,False,False
205,1,1,0,1,-1.0,False,False,False
205,2,2,0,1,-1.0,False,False,False
205,3,3,0,1,-1.0,False,False,False
205,4,4,0,0,-1.0,False,False,False
205,5,4,1,3,-1.0,False,False,False
205,6,4,1,0,-1.0,False,False,False
205,7,4,2,0,-1.0,False,False,False
205,8,4,3,0,20.0,True,True,True
206,0,0,0,1,-1.0,False,False,False
206,1,1,0,1,-1.0,False,False,False
206,2,2,0,1,-1.0,False,False,False
206,3,3,0,1,-1.0,False,False,False
206,4,4,0,0,-1.0,False,False,False
206,5,4,1,0,-1.0,False,False,False
206,6,4,2,0,-1.0,False,False,False
206,7,4,3,1,-1.0,False,False,False
206,8,4,3,0,20.0,True,True,True
207,0,0,0,1,-1.0,False,False,False
207,1,1,0,0,-1.0,False,False,False
207,2,1,0,1,-1.0,False,False,False
207,3,2,0,1,-1.0,False,False,False
207,4,3,0,1,-1.0,False,False,False
207,5,4,0,0,-1.0,False,False,False
207,6,4,1,0,-1.0,False,False,False
207,7,4,2,0,-1.0,False,False,False
207,8,4,3,0,20.0,True,True,True
208,0,0,0,3,-1.0,False,False,False
208,1,0,0,1,-1.0,False,False,False
208,2,1,0,2,-1.0,False,False,False
208,3,1,0,1,-1.0,False,False,False
208,4,2,0,1,-1.0,False,False,False
208,5,3,0,1,-1.0,False,False,False
208,6,4,0,0,-1.0,False,False,False
208,7,4,1,0,-1.0,False,False,False
208,8,4,2,0,-1.0,False,False,False
208,9,4,3,0,20.0,True,True,True
209,0,0,0,1,-1.0,False,False,False
209,1,1,0,1,-1.0,False,False,False
209,2,2,0,1,-1.0,False,False,False
209,3,3,0,0,-1.0,False,False,False
209,4,3,0,1,-1.0,False,False,False
209,5,4,0,0,-1.0,False,False,False
209,6,4,1,0,-1.0,False,False,False
209,7,4,2,0,-1.0,False,False,False
209,8,4,3,0,20.0,True,True,True
210,0,0,0,1,-1.0,False,False,False
210,1,1,0,1,-1.0,False,False,False
210,2,2,0,1,-1.0,False,False,False
210,3,3,0,1,-1.0,False,False,False
210,4,4,0,0,-1.0,False,False,False
210,5,4,1,0,-1.0,False,False,False
210,6,4,2,0,-1.0,False,False,False
210,7,4,3,0,20.0,True,True,True
211,0,0,0,1,-1.0,False,False,False
211,1,1,0,1,-1.0,False,False,False
211,2,2,0,1,-1.0,False,False,False
211,3,3,0,1,-1.0,False,False,False
211,4,4,0,0,-1.0,False,False,False
211,5,4,1,0,-1.0,False,False,False
211,6,4,2,0,-1.0,False,False,False
211,7,4,3,0,20.0,True,True,True
212,0,0,0,1,-1.0,False,False,False
212,1,1,0,1,-1.0,False,False,False
212,2,2,0,1,-1.0,False,False,False
212,3,3,0,1,-1.0,False,False,False
212,4,4,0,0,-1.0,False,False,False
212,5,4,1,0,-1.0,False,False,False
212,6,4,2,3,-1.0,False,False,False
212,7,3,2,1,-1.0,False,False,False
212,8,4,2,0,-1.0,False,False,False
212,9,4,3,0,20.0,True,True,True
213,0,0,0,1,-1.0,False,False,False
213,1,1,0,0,-1.0,False,False,False
213,2,1,0,1,-1.0,False,False,False
213,3,2,0,1,-1.0,False,False,False
213,4,3,0,1,-1.0,False,False,False
213,5,4,0,3,-1.0,False,False,False
213,6,3,0,1,-1.0,False,False,False
213,7,4,0,0,-1.0,False,False,False
213,8,4,1,0,-1.0,False,False,False
213,9,4,2,0,-1.0,False,False,False
213,10,4,3,0,20.0,True,True,True
214,0,0,0,1,-1.0,False,False,False
214,1,1,0,1,-1.0,False,False,False
214,2,2,0,1,-1.0,False,False,False
214,3,3,0,1,-1.0,False,False,False
214,4,4,0,0,-1.0,False,False,False
214,5,4,1,0,-1.0,False,False,False
214,6,4,2,0,-1.0,False,False,False
214,7,4,3,0,20.0,True,True,True
215,0,0,0,1,-1.0,False,False,False
215,1,1,0,1,-1.0,False,False,False
215,2,2,0,1,-1.0,False,False,False
215,3,3,0,1,-1.0,False,False,False
215,4,4,0,0,-1.0,False,False,False
215,5,4,1,0,-1.0,False,False,False
215,6,4,2,0,-1.0,False,False,False
215,7,4,3,0,20.0,True,True,True
216,0,0,0,1,-1.0,False,False,False
216,1,1,0,1,-1.0,False,False,False
216,2,2,0,1,-1.0,False,False,False
216,3,3,0,1,-1.0,False,False,False
216,4,4,0,0,-1.0,False,False,False
216,5,4,1,0,-1.0,False,False,False
216,6,4,2,0,-1.0,False,False,False
216,7,4,3,0,20.0,True,True,True
217,0,0,0,1,-1.0,False,False,False
217,1,1,0,1,-1.0,False,False,False
217,2,2,0,1,-1.0,False,False,False
217,3,3,0,1,-1.0,False,False,False
217,4,4,0,0,-1.0,False,False,False
217,5,4,1,0,-1.0,False,False,False
217,6,4,2,0,-1.0,False,False,False
217,7,4,3,0,20.0,True,True,True
218,0,0,0,1,-1.0,False,False,False
218,1,1,0,1,-1.0,False,False,False
218,2,2,0,3,-1.0,False,False,False
218,3,1,0,1,-1.0,False,False,False
218,4,2,0,1,-1.0,False,False,False
218,5,3,0,1,-1.0,False,False,False
218,6,4,0,0,-1.0,False,False,False
218,7,4,1,0,-1.0,False,False,False
218,8,4,2,0,-1.0,False,False,False
218,9,4,3,0,20.0,True,True,True
219,0,0,0,1,-1.0,False,False,False
219,1,1,0,1,-1.0,False,False,False
219,2,2,0,1,-1.0,False,False,False
219,3,3,0,1,-1.0,False,False,False
219,4,4,0,0,-1.0,False,False,False
219,5,4,1,0,-1.0,False,False,False
219,6,4,2,0,-1.0,False,False,False
219,7,4,3,0,20.0,True,True,True
220,0,0,0,1,-1.0,False,False,False
220,1,1,0,1,-1.0,False,False,False
220,2,2,0,1,-1.0,False,False,False
220,3,3,0,3,-1.0,False,False,False
220,4,2,0,1,-1.0,False,False,False
220,5,3,0,1,-1.0,False,False,False
220,6,4,0,0,-1.0,False,False,False
220,7,4,1,0,-1.0,False,False,False
220,8,4,2,3,-1.0,False,False,False
220,9,3,2,1,-1.0,False,False,False
220,10,4,2,0,-1.0,False,False,False
220,11,4,3,0,20.0,True,True,True
221,0,0,0,1,-1.0,False,False,False
221,1,1,0,1,-1.0,False,False,False
221,2,2,0,1,-1.0,False,False,False
221,3,3,0,1,-1.0,False,False,False
221,4,4,0,0,-1.0,False,False,False
221,5,4,1,0,-1.0,False,False,False
221,6,4,2,0,-1.0,False,False,False
221,7,4,3,0,20.0,True,True,True
222,0,0,0,1,-1.0,False,False,False
222,1,1,0,1,-1.0,False,False,False
222,2,2,0,1,-1.0,False,False,False
222,3,3,0,1,-1.0,False,False,False
222,4,4,0,0,-1.0,False,False,False
222,5,4,1,0,-1.0,False,False,False
222,6,4,2,0,-1.0,False,False,False
222,7,4,3,0,20.0,True,True,True
223,0,0,0,1,-1.0,False,False,False
223,1,1,0,3,-1.0,False,False,False
223,2,0,0,1,-1.0,False,False,False
223,3,1,0,1,-1.0,False,False,False
223,4,2,0,3,-1.0,False,False,False
223,5,1,0,1,-1.0,False,False,False
223,6,2,0,1,-1.0,False,False,False
223,7,3,0,1,-1.0,False,False,False
223,8,4,0,0,-1.0,False,False,False
223,9,4,1,0,-1.0,False,False,False
223,10,4,2,0,-1.0,False,False,False
223,11,4,3,0,20.0,True,True,True
224,0,0,0,1,-1.0,False,False,False
224,1,1,0,1,-1.0,False,False,False
224,2,2,0,1,-1.0,False,False,False
224,3,3,0,1,-1.0,False,False,False
224,4,4,0,0,-1.0,False,False,False
224,5,4,1,0,-1.0,False,False,False
224,6,4,2,0,-1.0,False,False,False
224,7,4,3,0,20.0,True,True,True
225,0,0,0,1,-1.0,False,False,False
225,1,1,0,1,-1.0,False,False,False
225,2,2,0,1,-1.0,False,False,False
225,3,3,0,1,-1.0,False,False,False
225,4,4,0,0,-1.0,False,False,False
225,5,4,1,0,-1.0,False,False,False
225,6,4,2,0,-1.0,False,False,False
225,7,4,3,3,-1.0,False,False,False
225,8,4,3,0,20.0,True,True,True
226,0,0,0,1,-1.0,False,False,False
226,1,1,0,1,-1.0,False,False,False
226,2,2,0,1,-1.0,False,False,False
226,3,3,0,1,-1.0,False,False,False
226,4,4,0,0,-1.0,False,False,False
226,5,4,1,0,-1.0,False,False,False
226,6,4,2,0,-1.0,False,False,False
226,7,4,3,0,20.0,True,True,True
227,0,0,0,1,-1.0,False,False,False
227,1,1,0,1,-1.0,False,False,False
227,2,2,0,2,-1.0,False,False,False
227,3,2,0,1,-1.0,False,False,False
227,4,3,0,1,-1.0,False,False,False
227,5,4,0,0,-1.0,False,False,False
227,6,4,1,0,-1.0,False,False,False
227,7,4,2,3,-1.0,False,False,False
227,8,3,2,1,-1.0,False,False,False
227,9,4,2,0,-1.0,False,False,False
227,10,4,3,0,20.0,True,True,True
228,0,0,0,1,-1.0,False,False,False
228,1,1,0,1,-1.0,False,False,False
228,2,2,0,1,-1.0,False,False,False
228,3,3,0,1,-1.0,False,False,False
228,4,4,0,0,-1.0,False,False,False
228,5,4,1,0,-1.0,False,False,False
228,6,4,2,2,-1.0,False,False,False
228,7,4,1,0,-1.0,False,False,False
228,8,4,2,0,-1.0,False,False,False
228,9,4,3,0,20.0,True,True,True
229,0,0,0,1,-1.0,False,False,False
229,1,1,0,1,-1.0,False,False,False
229,2,2,0,1,-1.0,False,False,False
229,3,3,0,1,-1.0,False,False,False
229,4,4,0,0,-1.0,False,False,False
229,5,4,1,0,-1.0,False,False,False
229,6,4,2,0,-1.0,False,False,False
229,7,4,3,0,20.0,True,True,True
230,0,0,0,1,-1.0,False,False,False
230,1,1,0,1,-1.0,False,False,False
230,2,2,0,1,-1.0,False,False,False
230,3,3,0,1,-1.0,False,False,False
230,4,4,0,0,-1.0,False,False,False
230,5,4,1,0,-1.0,False,False,False
230,6,4,2,0,-1.0,False,False,False
230,7,4,3,3,-1.0,False,False,False
230,8,4,3,0,20.0,True,True,True
231,0,0,0,1,-1.0,False,False,False
231,1,1,0,1,-1.0,False,False,False
231,2,2,0,1,-1.0,False,False,False
231,3,3,0,1,-1.0,False,False,False
231,4,4,0,0,-1.0,False,False,False
231,5,4,1,0,-1.0,False,False,False
231,6,4,2,0,-1.0,False,False,False
231,7,4,3,0,20.0,True,True,True
232,0,0,0,1,-1.0,False,False,False
232,1,1,0,1,-1.0,False,False,False
232,2,2,0,1,-1.0,False,False,False
232,3,3,0,1,-1.0,False,False,False
232,4,4,0,0,-1.0,False,False,False
232,5,4,1,0,-1.0,False,False,False
232,6,4,2,0,-1.0,False,False,False
232,7,4,3,2,-1.0,False,False,False
232,8,4,2,0,-1.0,False,False,False
232,9,4,3,0,20.0,True,True,True
233,0,0,0,1,-1.0,False,False,False
233,1,1,0,1,-1.0,False,False,False
233,2,2,0,0,-1.0,False,False,False
233,3,2,1,2,-1.0,False,False,False
233,4,2,0,1,-1.0,False,False,False
233,5,3,0,1,-1.0,False,False,False
233,6,4,0,0,-1.0,False,False,False
233,7,4,1,0,-1.0,False,False,False
233,8,4,2,0,-1.0,False,False,False
233,9,4,3,0,20.0,True,True,True
234,0,0,0,1,-1.0,False,False,False
234,1,1,0,1,-1.0,False,False,False
234,2,2,0,1,-1.0,False,False,False
234,3,3,0,1,-1.0,False,False,False
234,4,4,0,0,-1.0,False,False,False
234,5,4,1,0,-1.0,False,False,False
234,6,4,2,0,-1.0,False,False,False
234,7,4,3,0,20.0,True,True,True
235,0,0,0,1,-1.0,False,False,False
235,1,1,0,1,-1.0,False,False,False
235,2,2,0,1,-1.0,False,False,False
235,3,3,0,1,-1.0,False,False,False
235,4,4,0,0,-1.0,False,False,False
235,5,4,1,0,-1.0,False,False,False
235,6,4,2,1,-1.0,False,False,False
235,7,4,2,0,-1.0,False,False,False
235,8,4,3,0,20.0,True,True,True
236,0,0,0,2,-1.0,False,False,False
236,1,0,0,1,-1.0,False,False,False
236,2,1,0,1,-1.0,False,False,False
236,3,2,0,1,-1.0,False,False,False
236,4,3,0,1,-1.0,False,False,False
236,5,4,0,0,-1.0,False,False,False
236,6,4,1,0,-1.0,False,False,False
236,7,4,2,0,-1.0,False,False,False
236,8,4,3,0,20.0,True,True,True
237,0,0,0,1,-1.0,False,False,False
237,1,1,0,1,-1.0,False,False,False
237,2,2,0,1,-1.0,False,False,False
237,3,3,0,1,-1.0,False,False,False
237,4,4,0,0,-1.0,False,False,False
237,5,4,1,1,-1.0,False,False,False
237,6,4,1,0,-1.0,False,False,False
237,7,4,2,0,-1.0,False,False,False
237,8,4,3,0,20.0,True,True,True
238,0,0,0,1,-1.0,False,False,False
238,1,1,0,1,-1.0,False,False,False
238,2,2,0,1,-1.0,False,False,False
238,3,3,0,1,-1.0,False,False,False
238,4,4,0,0,-1.0,False,False,False
238,5,4,1,0,-1.0,False,False,False
238,6,4,2,0,-1.0,False,False,False
238,7,4,3,0,20.0,True,True,True
239,0,0,0,1,-1.0,False,False,False
239,1,1,0,1,-1.0,False,False,False
239,2,2,0,1,-1.0,False,False,False
239,3,3,0,1,-1.0,False,False,False
239,4,4,0,0,-1.0,False,False,False
239,5,4,1,0,-1.0,False,False,False
239,6,4,2,0,-1.0,False,False,False
239,7,4,3,3,-1.0,False,False,False
239,8,4,3,0,20.0,True,True,True
240,0,0,0,1,-1.0,False,False,False
240,1,1,0,1,-1.0,False,False,False
